CAL_DT,MODEL_NAME,BRAND_FULL_NAME,BRAND_NAME,VENDOR_NAME,OS_NAME,DEVICE_TYPE,_2G_FLG,_3G_FLG,_4G_FLG,WIFI_FLG,BLUETOOTH_FLG,TOUCH_SCREEN_FLG,DUAL_SIM_FLG,GENDER_TYPE_CD,AGE_B,NATIONALITY_CD,NATIONALITY_NAME,SAUDI_NON_SAUDI,DEVICE_COUNT,DEVICE_COUNT_processed,Z_FLAG_COUNT
8/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SYR,Syria,Non-Saudi,1,1.0,1
3/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,SDN,Sudan,Non-Saudi,6,6.0,1
5/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,2,2.0,1
12/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SYR,Syria,Non-Saudi,1,1.0,1
12/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,15,15.0,1
10/31/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,TUR,Turkey,Non-Saudi,1,1.0,1
7/31/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SDN,Sudan,Non-Saudi,1,1.0,1
11/30/2018,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SYR,Syria,Non-Saudi,5,5.0,1
2/29/2020,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,PHL,Philippines,Non-Saudi,2,2.0,1
10/31/2020,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,EGY,Egypt,Non-Saudi,2,2.0,1
1/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,YEM,Yemen,Non-Saudi,2,2.0,1
1/31/2019,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IDN,Indonesia,Non-Saudi,1,1.0,1
10/31/2020,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,LKA,Sri Lanka,Non-Saudi,1,1.0,1
3/31/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,,,,1,1.0,1
4/30/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,ESP,Spain,Non-Saudi,1,1.0,1
4/30/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SOM,Somalia,Non-Saudi,1,1.0,1
9/30/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,YEM,Yemen,Non-Saudi,3,3.0,1
12/31/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,,,,1,1.0,1
8/31/2020,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,YEM,Yemen,Non-Saudi,1,1.0,1
9/30/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IND,India,Non-Saudi,10,10.0,1
11/30/2018,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,<18,YEM,Yemen,Non-Saudi,1,1.0,1
6/30/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,,,,5,5.0,1
4/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SAU,Saudi Arabia,Saudi,140,23.0,1
6/30/2020,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IDN,Indonesia,Non-Saudi,1,1.0,1
4/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SDN,Sudan,Non-Saudi,3,3.0,1
11/30/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,EGY,Egypt,Non-Saudi,4,4.0,1
6/30/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,,,,1,1.0,1
2/29/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,ESP,Spain,Non-Saudi,1,1.0,1
4/30/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,4,4.0,1
4/30/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IDN,Indonesia,Non-Saudi,1,1.0,1
1/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,,,,1,1.0,1
10/31/2019,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,50,8.0,1
7/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IND,India,Non-Saudi,2,2.0,1
5/31/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,PAK,Pakistan,Non-Saudi,2,2.0,1
2/29/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SDN,Sudan,Non-Saudi,2,2.0,1
10/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,KWT,Kuwait,Non-Saudi,4,4.0,1
11/30/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SOM,Somalia,Non-Saudi,1,1.0,1
12/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,AFG,Afghanistan,Non-Saudi,5,5.0,1
2/29/2020,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,IRQ,Iraq,Non-Saudi,1,1.0,1
1/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,PAK,Pakistan,Non-Saudi,1,1.0,1
3/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IDN,Indonesia,Non-Saudi,3,3.0,1
4/30/2019,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,ETH,Ethiopia,Non-Saudi,1,1.0,1
9/30/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,PHL,Philippines,Non-Saudi,2,2.0,1
7/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,BGD,Bangladesh,Non-Saudi,17,2.5,1
3/31/2020,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
8/31/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,QAT,Qatar,Non-Saudi,2,2.0,1
2/29/2020,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,CAN,Canada,Non-Saudi,1,1.0,1
12/31/2018,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,<18,YEM,Yemen,Non-Saudi,2,2.0,1
3/31/2019,7020,nokia 7020,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,EGY,Egypt,Non-Saudi,2,2.0,1
11/30/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SYR,Syria,Non-Saudi,1,1.0,1
10/31/2020,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,2,2.0,1
11/30/2018,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SAU,Saudi Arabia,Saudi,1,1.0,1
2/28/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SAU,Saudi Arabia,Saudi,62,10.0,1
11/30/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,PAK,Pakistan,Non-Saudi,1,1.0,1
7/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,PAK,Pakistan,Non-Saudi,1,1.0,1
6/30/2020,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,KWT,Kuwait,Non-Saudi,4,4.0,1
5/31/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,12,12.0,1
11/30/2018,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SDN,Sudan,Non-Saudi,1,1.0,1
8/31/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,63,10.166666666666666,1
3/31/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,JOR,Jordan,Non-Saudi,1,1.0,1
3/31/2020,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IND,India,Non-Saudi,1,1.0,1
2/29/2020,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IND,India,Non-Saudi,2,2.0,1
8/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IDN,Indonesia,Non-Saudi,1,1.0,1
8/31/2019,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,EGY,Egypt,Non-Saudi,1,1.0,1
2/28/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,BGD,Bangladesh,Non-Saudi,6,6.0,1
6/30/2020,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,ETH,Ethiopia,Non-Saudi,1,1.0,1
,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SOM,Somalia,Non-Saudi,1,1.0,1
9/30/2020,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,2,2.0,1
12/31/2018,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,BGD,Bangladesh,Non-Saudi,1,1.0,1
12/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,YEM,Yemen,Non-Saudi,2,2.0,1
11/30/2019,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,UGA,Uganda,Non-Saudi,1,1.0,1
11/30/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,AUS,Australia,Non-Saudi,1,1.0,1
2/28/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,YEM,Yemen,Non-Saudi,19,2.8333333333333335,1
4/30/2019,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,<18,SAU,Saudi Arabia,Saudi,5,5.0,1
7/31/2020,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
9/30/2020,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,PAK,Pakistan,Non-Saudi,1,1.0,1
3/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,YEM,Yemen,Non-Saudi,4,4.0,1
1/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,SDN,Sudan,Non-Saudi,11,11.0,1
6/30/2020,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,BHR,Bahrain,Non-Saudi,1,1.0,1
3/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,2,2.0,1
7/31/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,NGA,Nigerian,Non-Saudi,1,1.0,1
2/29/2020,7020,nokia 7020,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,PAK,Pakistan,Non-Saudi,3,3.0,1
12/31/2018,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IND,India,Non-Saudi,2,2.0,1
12/31/2018,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,SAU,Saudi Arabia,Saudi,41,6.5,1
8/31/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,PSE,Palestine,Non-Saudi,3,3.0,1
3/31/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,IND,India,Non-Saudi,,,1
12/31/2018,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,PAK,Pakistan,Non-Saudi,3,3.0,1
11/30/2018,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,BGD,Bangladesh,Non-Saudi,2,2.0,1
7/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,NER,Niger,Non-Saudi,1,1.0,1
11/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,EGY,Egypt,Non-Saudi,5,5.0,1
10/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,,,,1,1.0,1
12/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,18,2.6666666666666665,1
2/29/2020,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,TCD,Chad,Non-Saudi,1,1.0,1
,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,ETH,Ethiopia,Non-Saudi,1,1.0,1
11/30/2018,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,TUR,Turkey,Non-Saudi,1,1.0,1
8/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,EGY,Egypt,Non-Saudi,1,1.0,1
10/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SDN,Sudan,Non-Saudi,5,5.0,1
3/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,PAK,Pakistan,Non-Saudi,1,1.0,1
4/30/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,IDN,Indonesia,Non-Saudi,2,2.0,1
12/31/2019,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,ETH,Ethiopia,Non-Saudi,1,1.0,1
2/28/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,NPL,Nepal,Non-Saudi,1,1.0,1
8/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,TUR,Turkey,Non-Saudi,1,1.0,1
5/31/2020,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,BGD,Bangladesh,Non-Saudi,2,2.0,1
5/31/2019,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,,,,2,2.0,1
7/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SYR,Syria,Non-Saudi,1,1.0,1
12/31/2019,6131,nokia 6131,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,YEM,Yemen,Non-Saudi,1,1.0,1
1/31/2020,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,1,1.0,1
9/30/2019,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,MAR,Morocco,Non-Saudi,1,1.0,1
4/30/2020,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,EGY,Egypt,Non-Saudi,2,2.0,1
7/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,IDN,Indonesia,Non-Saudi,1,1.0,1
11/30/2019,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,IND,India,Non-Saudi,4,4.0,1
5/31/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,33,5.166666666666667,1
5/31/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,YEM,Yemen,Non-Saudi,1,1.0,1
7/31/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IND,India,Non-Saudi,10,10.0,1
3/31/2019,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SDN,Sudan,Non-Saudi,1,1.0,1
9/30/2019,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,1,1.0,1
3/31/2020,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,SAU,Saudi Arabia,Saudi,8,8.0,1
4/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,10,10.0,1
6/30/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,11,11.0,1
5/31/2020,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,2,2.0,1
5/31/2019,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,2,2.0,1
12/31/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,,,,3,3.0,1
12/31/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IDN,Indonesia,Non-Saudi,1,1.0,1
1/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,KWT,Kuwait,Non-Saudi,2,2.0,1
3/31/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SDN,Sudan,Non-Saudi,1,1.0,1
12/31/2018,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,IND,India,Non-Saudi,3,3.0,1
2/29/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,PAK,Pakistan,Non-Saudi,3,3.0,1
9/30/2019,7020,nokia 7020,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,<18,SAU,Saudi Arabia,Saudi,4,4.0,1
5/31/2020,6085h,nokia 6085h,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,EGY,Egypt,Non-Saudi,1,1.0,1
6/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,NER,Niger,Non-Saudi,1,1.0,1
6/30/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,1,1.0,1
8/31/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,<18,SAU,Saudi Arabia,Saudi,25,3.8333333333333335,1
4/30/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,BGD,Bangladesh,Non-Saudi,3,3.0,1
2/28/2019,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,IND,India,Non-Saudi,5,5.0,1
7/31/2019,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,ETH,Ethiopia,Non-Saudi,3,3.0,1
10/31/2019,7610 supernova,nokia 7610 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,YEM,Yemen,Non-Saudi,2,2.0,1
12/31/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,ETH,Ethiopia,Non-Saudi,1,1.0,1
6/30/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,BGD,Bangladesh,Non-Saudi,3,3.0,1
9/30/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,PAK,Pakistan,Non-Saudi,9,9.0,1
4/30/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,>55,EGY,Egypt,Non-Saudi,4,4.0,1
12/31/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,18-25,SAU,Saudi Arabia,Saudi,6,6.0,1
6/30/2020,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,SAU,Saudi Arabia,Saudi,7,7.0,1
8/31/2020,7070 prism,nokia 7070 prism,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,PAK,Pakistan,Non-Saudi,1,1.0,1
9/30/2020,7310 supernova,nokia 7310 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,SAU,Saudi Arabia,Saudi,13,13.0,1
9/30/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,36-55,TUR,Turkey,Non-Saudi,2,2.0,1
9/30/2019,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,26-35,PAK,Pakistan,Non-Saudi,43,6.833333333333333,1
4/30/2020,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,EGY,Egypt,Non-Saudi,34,5.333333333333333,1
5/31/2019,3500 classic,nokia 3500 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,Male,,PAK,Pakistan,Non-Saudi,31,4.833333333333333,1
9/30/2020,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,X,>55,IND,India,Non-Saudi,2,2.0,1
12/31/2019,7100 supernova,nokia 7100 supernova,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,36-55,,,,1,1.0,1
1/31/2019,5000,nokia 5000,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,<18,SAU,Saudi Arabia,Saudi,3,3.0,1
10/31/2020,3109 classic,nokia 3109 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,36-55,EGY,Egypt,Non-Saudi,1,1.0,1
1/31/2020,2660,nokia 2660,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,26-35,IND,India,Non-Saudi,1,1.0,1
5/31/2020,2710 navigation edition,nokia 2710 navigation edition,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,>55,IND,India,Non-Saudi,1,1.0,1
4/30/2020,2323 classic,nokia 2323 classic,nokia,nokia,proprietary,mobile phone,Y,N,N,Z,Y,N,N,,26-35,IND,India,Non-Saudi,1,1.0,1
